context,question,answer_start,text,wiki_context,search
"In 2014 the Notre Dame student body consisted of 12,179 students, with 8,448 undergraduates, 2,138 graduate and professional and 1,593 professional (Law, M.Div., Business, M.Ed.) students. Around 21–24% of students are children of alumni, and although 37% of students come from the Midwestern United States, the student body represents all 50 states and 100 countries. As of March 2007[update] The Princeton Review ranked the school as the fifth highest 'dream school' for parents to send their children. As of March 2015[update] The Princeton Review ranked Notre Dame as the ninth highest. The school has been previously criticized for its lack of diversity, and The Princeton Review ranks the university highly among schools at which ""Alternative Lifestyles [are] Not an Alternative."" It has also been commended by some diversity oriented publications; Hispanic Magazine in 2004 ranked the university ninth on its list of the top–25 colleges for Latinos, and The Journal of Blacks in Higher Education recognized the university in 2006 for raising enrollment of African-American students. With 6,000 participants, the university's intramural sports program was named in 2004 by Sports Illustrated as the best program in the country, while in 2007 The Princeton Review named it as the top school where ""Everyone Plays Intramural Sports."" The annual Bookstore Basketball tournament is the largest outdoor five-on-five tournament in the world with over 700 teams participating each year, while the Notre Dame Men's Boxing Club hosts the annual Bengal Bouts tournament that raises money for the Holy Cross Missions in Bangladesh.",For what cause is money raised at the Bengal Bouts tournament at Notre Dame?,1588,the Holy Cross Missions in Bangladesh,"The University of Notre Dame du Lac (or simply Notre Dame  NOH-tər-DAYM or ND) is a private, non-profit Catholic research university in the community of Notre Dame, Indiana, near the city of South Bend, in the United States. The main campus covers 1,250 acres (510 ha) in a suburban setting and it contains a number of recognizable landmarks, such as the Golden Dome, the ""Word of Life"" mural (commonly known as Touchdown Jesus), the Notre Dame Stadium, and the Basilica. The school was founded on November 26, 1842, by Father Edward Sorin, CSC, who was also its first president.
Notre Dame is consistently recognized as one of the top universities in the United States, in particular for its undergraduate education. Undergraduate students are organized into six colleges, Arts and Letters, Science, Engineering, Business, Architecture and Global Affairs. The School of Architecture is known for teaching New Classical Architecture and for awarding the globally renowned annual Driehaus Architecture Prize. The university offers over 50 foreign study abroad yearlong programs and over 15 summer programs. Notre Dame's graduate program has more than 50 master, doctoral and professional degree programs offered by the five schools, with the addition of the Notre Dame Law School and a MD-PhD program offered in combination with the Indiana University School of Medicine. It maintains a system of libraries, cultural venues, artistic and scientific museums, including the Hesburgh Library and the Snite Museum of Art. The majority of the university's 8,000 undergraduates live on campus in one of 31 residence halls, each with its own traditions, legacies, events, and intramural sports teams. The university counts approximately 134,000 alumni, considered among the strongest alumni networks among U.S. colleges.The university's athletic teams are members of the NCAA Division I and are known collectively as the Fighting Irish. Notre Dame is known for its football team, which contributed to its rise to prominence on the national stage in the early 20th century; the team an Independent with no conference affiliation, has accumulated eleven consensus national championships, seven Heisman Trophy winners, 62 members in the College Football Hall of Fame, and 13 members in the Pro Football Hall of Fame. Other ND sport teams, chiefly in the Atlantic Coast Conference, have accumulated 17 national championships. The Notre Dame Victory March is often regarded as one of the most famous and recognizable collegiate fight songs.
Started as a small all-male institution in 1842 and charter in 1844, Notre Dame reached international fame at the beginning of the 20th century, aided by the success of its football team under the guidance of coach Knute Rockne. Major improvements to the university occurred during the administration of the Rev. Theodore Hesburgh between 1952 and 1987 as Hesburgh's administration greatly increased the university's resources, academic programs, and reputation and first enrolled women undergraduates in 1972. Ever since, the University has seen steady growth, and under the leadership of the next two presidents, Rev. Malloy and Rev. Jenkins, many infrastructure and research expansions have been completed. Notre Dame's growth has continued in the 21st century, and it currently possesses one of the largest endowments of any U.S. university, at $13.1 billion.",cause money Bengal Bouts tournament Notre Dame 
"In 2014 the Notre Dame student body consisted of 12,179 students, with 8,448 undergraduates, 2,138 graduate and professional and 1,593 professional (Law, M.Div., Business, M.Ed.) students. Around 21–24% of students are children of alumni, and although 37% of students come from the Midwestern United States, the student body represents all 50 states and 100 countries. As of March 2007[update] The Princeton Review ranked the school as the fifth highest 'dream school' for parents to send their children. As of March 2015[update] The Princeton Review ranked Notre Dame as the ninth highest. The school has been previously criticized for its lack of diversity, and The Princeton Review ranks the university highly among schools at which ""Alternative Lifestyles [are] Not an Alternative."" It has also been commended by some diversity oriented publications; Hispanic Magazine in 2004 ranked the university ninth on its list of the top–25 colleges for Latinos, and The Journal of Blacks in Higher Education recognized the university in 2006 for raising enrollment of African-American students. With 6,000 participants, the university's intramural sports program was named in 2004 by Sports Illustrated as the best program in the country, while in 2007 The Princeton Review named it as the top school where ""Everyone Plays Intramural Sports."" The annual Bookstore Basketball tournament is the largest outdoor five-on-five tournament in the world with over 700 teams participating each year, while the Notre Dame Men's Boxing Club hosts the annual Bengal Bouts tournament that raises money for the Holy Cross Missions in Bangladesh.",How many students in total were at Notre Dame in 2014?,49,"12,179","Notre Dame is a census-designated place north of South Bend in St. Joseph County, in the U.S. state of Indiana. It includes the campuses of three colleges: the University of Notre Dame, Saint Mary's College, and Holy Cross College. Notre Dame is split between Clay and Portage Townships. As of the 2010 census, its population was 5,973.",students Notre Dame 
"About 80% of undergraduates and 20% of graduate students live on campus. The majority of the graduate students on campus live in one of four graduate housing complexes on campus, while all on-campus undergraduates live in one of the 29 residence halls. Because of the religious affiliation of the university, all residence halls are single-sex, with 15 male dorms and 14 female dorms. The university maintains a visiting policy (known as parietal hours) for those students who live in dormitories, specifying times when members of the opposite sex are allowed to visit other students' dorm rooms; however, all residence halls have 24-hour social spaces for students regardless of gender. Many residence halls have at least one nun and/or priest as a resident. There are no traditional social fraternities or sororities at the university, but a majority of students live in the same residence hall for all four years. Some intramural sports are based on residence hall teams, where the university offers the only non-military academy program of full-contact intramural American football. At the end of the intramural season, the championship game is played on the field in Notre Dame Stadium.",What percentage of undergrads live on the Notre Dame campus?,6,80%,"The Northwestern Wildcats football team, representing Northwestern University, is an NCAA Division I college football team and member of the Big Ten Conference, with evidence of organization in 1876. The mascot is the Wildcat, a term coined by a Chicago Tribune reporter in 1924, after reporting on a football game where the players appeared as ""a wall of purple wildcats"". Northwestern achieved an all-time high rank of No. 1 during the 1936 and 1962 seasons, then plummeted to extended levels of futility from the mid-1970s to 1994. Recently, under Pat Fitzgerald's leadership, the Wildcats have become a well-rounded team capable of competing with top teams across the country.
The Wildcats have won three Big Ten championships or co-championships since 1995, and have been ""bowl eligible"" (a status that requires at least a .500 regular-season record) in six out of the last seven seasons.
Northwestern consistently ranks among the national leaders in graduation rate among football teams, having received the AFCA Academic Achievement Award four times since 2002. Despite the stricter academic standards, Northwestern has produced many notable athletes, such as former first-round draft picks Luis Castillo and Napoleon Harris, as well as former Minnesota Vikings quarterback Trevor Siemian.
The Wildcats have played their home games at Ryan Field (formerly Dyche Stadium) in Evanston, Illinois, since 1926.",percentage undergrads Notre Dame campus 
"About 80% of undergraduates and 20% of graduate students live on campus. The majority of the graduate students on campus live in one of four graduate housing complexes on campus, while all on-campus undergraduates live in one of the 29 residence halls. Because of the religious affiliation of the university, all residence halls are single-sex, with 15 male dorms and 14 female dorms. The university maintains a visiting policy (known as parietal hours) for those students who live in dormitories, specifying times when members of the opposite sex are allowed to visit other students' dorm rooms; however, all residence halls have 24-hour social spaces for students regardless of gender. Many residence halls have at least one nun and/or priest as a resident. There are no traditional social fraternities or sororities at the university, but a majority of students live in the same residence hall for all four years. Some intramural sports are based on residence hall teams, where the university offers the only non-military academy program of full-contact intramural American football. At the end of the intramural season, the championship game is played on the field in Notre Dame Stadium.",How many student housing areas are reserved for Notre Dame's graduate students?,136,four,"The University of Notre Dame du Lac (or simply Notre Dame  NOH-tər-DAYM or ND) is a private, non-profit Catholic research university in the community of Notre Dame, Indiana, near the city of South Bend, in the United States. The main campus covers 1,250 acres (510 ha) in a suburban setting and it contains a number of recognizable landmarks, such as the Golden Dome, the ""Word of Life"" mural (commonly known as Touchdown Jesus), the Notre Dame Stadium, and the Basilica. The school was founded on November 26, 1842, by Father Edward Sorin, CSC, who was also its first president.
Notre Dame is consistently recognized as one of the top universities in the United States, in particular for its undergraduate education. Undergraduate students are organized into six colleges, Arts and Letters, Science, Engineering, Business, Architecture and Global Affairs. The School of Architecture is known for teaching New Classical Architecture and for awarding the globally renowned annual Driehaus Architecture Prize. The university offers over 50 foreign study abroad yearlong programs and over 15 summer programs. Notre Dame's graduate program has more than 50 master, doctoral and professional degree programs offered by the five schools, with the addition of the Notre Dame Law School and a MD-PhD program offered in combination with the Indiana University School of Medicine. It maintains a system of libraries, cultural venues, artistic and scientific museums, including the Hesburgh Library and the Snite Museum of Art. The majority of the university's 8,000 undergraduates live on campus in one of 31 residence halls, each with its own traditions, legacies, events, and intramural sports teams. The university counts approximately 134,000 alumni, considered among the strongest alumni networks among U.S. colleges.The university's athletic teams are members of the NCAA Division I and are known collectively as the Fighting Irish. Notre Dame is known for its football team, which contributed to its rise to prominence on the national stage in the early 20th century; the team an Independent with no conference affiliation, has accumulated eleven consensus national championships, seven Heisman Trophy winners, 62 members in the College Football Hall of Fame, and 13 members in the Pro Football Hall of Fame. Other ND sport teams, chiefly in the Atlantic Coast Conference, have accumulated 17 national championships. The Notre Dame Victory March is often regarded as one of the most famous and recognizable collegiate fight songs.
Started as a small all-male institution in 1842 and charter in 1844, Notre Dame reached international fame at the beginning of the 20th century, aided by the success of its football team under the guidance of coach Knute Rockne. Major improvements to the university occurred during the administration of the Rev. Theodore Hesburgh between 1952 and 1987 as Hesburgh's administration greatly increased the university's resources, academic programs, and reputation and first enrolled women undergraduates in 1972. Ever since, the University has seen steady growth, and under the leadership of the next two presidents, Rev. Malloy and Rev. Jenkins, many infrastructure and research expansions have been completed. Notre Dame's growth has continued in the 21st century, and it currently possesses one of the largest endowments of any U.S. university, at $13.1 billion.",student housing areas Notre Dame graduate students 
"About 80% of undergraduates and 20% of graduate students live on campus. The majority of the graduate students on campus live in one of four graduate housing complexes on campus, while all on-campus undergraduates live in one of the 29 residence halls. Because of the religious affiliation of the university, all residence halls are single-sex, with 15 male dorms and 14 female dorms. The university maintains a visiting policy (known as parietal hours) for those students who live in dormitories, specifying times when members of the opposite sex are allowed to visit other students' dorm rooms; however, all residence halls have 24-hour social spaces for students regardless of gender. Many residence halls have at least one nun and/or priest as a resident. There are no traditional social fraternities or sororities at the university, but a majority of students live in the same residence hall for all four years. Some intramural sports are based on residence hall teams, where the university offers the only non-military academy program of full-contact intramural American football. At the end of the intramural season, the championship game is played on the field in Notre Dame Stadium.",How many dorms for males are on the Notre Dame campus?,350,15,"The University of Notre Dame du Lac (or simply Notre Dame  NOH-tər-DAYM or ND) is a private, non-profit Catholic research university in the community of Notre Dame, Indiana, near the city of South Bend, in the United States. The main campus covers 1,250 acres (510 ha) in a suburban setting and it contains a number of recognizable landmarks, such as the Golden Dome, the ""Word of Life"" mural (commonly known as Touchdown Jesus), the Notre Dame Stadium, and the Basilica. The school was founded on November 26, 1842, by Father Edward Sorin, CSC, who was also its first president.
Notre Dame is consistently recognized as one of the top universities in the United States, in particular for its undergraduate education. Undergraduate students are organized into six colleges, Arts and Letters, Science, Engineering, Business, Architecture and Global Affairs. The School of Architecture is known for teaching New Classical Architecture and for awarding the globally renowned annual Driehaus Architecture Prize. The university offers over 50 foreign study abroad yearlong programs and over 15 summer programs. Notre Dame's graduate program has more than 50 master, doctoral and professional degree programs offered by the five schools, with the addition of the Notre Dame Law School and a MD-PhD program offered in combination with the Indiana University School of Medicine. It maintains a system of libraries, cultural venues, artistic and scientific museums, including the Hesburgh Library and the Snite Museum of Art. The majority of the university's 8,000 undergraduates live on campus in one of 31 residence halls, each with its own traditions, legacies, events, and intramural sports teams. The university counts approximately 134,000 alumni, considered among the strongest alumni networks among U.S. colleges.The university's athletic teams are members of the NCAA Division I and are known collectively as the Fighting Irish. Notre Dame is known for its football team, which contributed to its rise to prominence on the national stage in the early 20th century; the team an Independent with no conference affiliation, has accumulated eleven consensus national championships, seven Heisman Trophy winners, 62 members in the College Football Hall of Fame, and 13 members in the Pro Football Hall of Fame. Other ND sport teams, chiefly in the Atlantic Coast Conference, have accumulated 17 national championships. The Notre Dame Victory March is often regarded as one of the most famous and recognizable collegiate fight songs.
Started as a small all-male institution in 1842 and charter in 1844, Notre Dame reached international fame at the beginning of the 20th century, aided by the success of its football team under the guidance of coach Knute Rockne. Major improvements to the university occurred during the administration of the Rev. Theodore Hesburgh between 1952 and 1987 as Hesburgh's administration greatly increased the university's resources, academic programs, and reputation and first enrolled women undergraduates in 1972. Ever since, the University has seen steady growth, and under the leadership of the next two presidents, Rev. Malloy and Rev. Jenkins, many infrastructure and research expansions have been completed. Notre Dame's growth has continued in the 21st century, and it currently possesses one of the largest endowments of any U.S. university, at $13.1 billion.",dorms males Notre Dame campus 
"About 80% of undergraduates and 20% of graduate students live on campus. The majority of the graduate students on campus live in one of four graduate housing complexes on campus, while all on-campus undergraduates live in one of the 29 residence halls. Because of the religious affiliation of the university, all residence halls are single-sex, with 15 male dorms and 14 female dorms. The university maintains a visiting policy (known as parietal hours) for those students who live in dormitories, specifying times when members of the opposite sex are allowed to visit other students' dorm rooms; however, all residence halls have 24-hour social spaces for students regardless of gender. Many residence halls have at least one nun and/or priest as a resident. There are no traditional social fraternities or sororities at the university, but a majority of students live in the same residence hall for all four years. Some intramural sports are based on residence hall teams, where the university offers the only non-military academy program of full-contact intramural American football. At the end of the intramural season, the championship game is played on the field in Notre Dame Stadium.",What amount of the graduate student body at Notre Dame live on the campus?,32,20%,"The University of California, Los Angeles (UCLA), is a public research university in Los Angeles. It became the Southern Branch of the University of California in 1919, making it the second-oldest (after UC Berkeley) undergraduate campus of the 10-campus University of California system. It offers 337 undergraduate and graduate degree programs in a wide range of disciplines. UCLA enrolls about 31,000 undergraduate and 13,000 graduate students, and had 119,000 applicants for Fall 2016, including transfer applicants, the most applicants for any American university.The university is organized into six undergraduate colleges, seven professional schools, and four professional health science schools. The undergraduate colleges are the College of Letters and Science; Samueli School of Engineering; School of the Arts and Architecture; Herb Alpert School of Music; School of Theater, Film and Television; and School of Nursing.
As of  2017, 24 Nobel laureates, three Fields Medalists, and five Turing Award winners, and two Chief Scientists of the U.S. Air Force have been affiliated with UCLA as faculty, researchers, or alumni. Among the current faculty members, 55 have been elected to the National Academy of Sciences, 28 to the National Academy of Engineering, 39 to the Institute of Medicine, and 124 to the American Academy of Arts and Sciences. The university was elected to the Association of American Universities in 1974.The Times Higher Education World University Rankings for 2018–2019 ranked UCLA 17th in the world for academics, second U.S. public university for academics, and ninth in the world for reputation. In 2017, UCLA ranked 12th in the world (10th in North America) by the Academic Ranking of World Universities and 33rd in the 2017–2018 QS World University Rankings. In 2017, the Center for World University Rankings ranked the university 15th in the world based on quality of education, alumni employment, quality of faculty, publications, influence, citations, broad impact, and patents. In 2018–2019, US News & World Report ranked UCLA as the top public university in the U.S.UCLA student-athletes compete as the Bruins in the Pac-12 Conference. The Bruins have won 126 national championships, including 116 NCAA team championships, more than any other university except Stanford, who has won 117. UCLA student-athletes, coaches and staff won 251 Olympic medals: 126 gold, 65 silver and 60 bronze. UCLA student-athletes competed in every Olympics since 1920 with one exception (1924), and won a gold medal in every Olympics the U.S. participated in since 1932.",amount graduate student body Notre Dame campus 
"About 80% of undergraduates and 20% of graduate students live on campus. The majority of the graduate students on campus live in one of four graduate housing complexes on campus, while all on-campus undergraduates live in one of the 29 residence halls. Because of the religious affiliation of the university, all residence halls are single-sex, with 15 male dorms and 14 female dorms. The university maintains a visiting policy (known as parietal hours) for those students who live in dormitories, specifying times when members of the opposite sex are allowed to visit other students' dorm rooms; however, all residence halls have 24-hour social spaces for students regardless of gender. Many residence halls have at least one nun and/or priest as a resident. There are no traditional social fraternities or sororities at the university, but a majority of students live in the same residence hall for all four years. Some intramural sports are based on residence hall teams, where the university offers the only non-military academy program of full-contact intramural American football. At the end of the intramural season, the championship game is played on the field in Notre Dame Stadium.",There are how many dorms for females at Notre Dame?,368,14,"There are currently 30 undergraduate residence halls at the University of Notre Dame.  Several of the halls are historic buildings which are listed on the National Register of Historic Places. Each residence hall is single-sex, with 16 all-male residence halls and 14 all-female residence halls. Notre Dame residence halls feature a mixed residential college and house system, where residence halls are the center of the student life and some academic teaching; most students stay at the same hall for most of their undergraduate studies. Each hall has its own traditions, events, mascot, sports teams, shield, motto, and dorm pride. The university also hosts Old College, an undergraduate residence for students preparing for the priesthood.
Notre Dame has an undergraduate hall system which blends the residential college system and the house system. All first-year students are placed in one of the 31 halls upon enrollment, and students rarely switch halls. Each hall has its own spirit, tradition, mascot, sport teams, events, dances and reputation. Approximately 80% of undergraduate students live on campus, and often a student lives in the same dorm for the entirety of their undergraduate career. A huge segment of student life happens through residence halls and students develop a particular attachment to their undergraduate hall. Each residence hall is directed by one Rector with the assistance of two Assistant Rectors and a variable number of Resident Assistants (from 4 to 9). Every residence hall has a chapel where Mass is held multiple time per week, fields a variety of intramural sports teams, elects one senator to represent the dorm in Student Government, and elects a president and vice president(s) which work through the Hall Presidents Council (HPC) student organization. Interhall football between Notre Dame male dorms is the only interhall tackle football which has remained at any US university. Notre Dame residence halls are the center of the campus student life, and each one hosts signature events, like the Keenan Revue, the Zahm Hall Bun run, Fisher Regatta,  the Siegfried Day of Man, The Dillon Hall Pep Rally  and many others. Each dorm has its own architectural features, some of which designes by famous architects such as Willoughby J. Edbrooke,
Maginnis & Walsh and Thomas Ellerbe, and each hall has a chapel dedicated to the Hall's patron saint.With the exception of Carroll Hall, the residence halls are split among five main segments of the campus: Main (God) Quad, South Quad, North Quad, Mod Quad and West Quad. (Carroll has its own lawn, by Saint Mary's Lake, informally called ""Far Quad."") All first-year students are not only guaranteed on-campus housing, but are required to reside on campus for at least one semester. Many of the halls were inserted in 1973 on the National Register of Historic Places.",dorms females Notre Dame 
"The university is affiliated with the Congregation of Holy Cross (Latin: Congregatio a Sancta Cruce, abbreviated postnominals: ""CSC""). While religious affiliation is not a criterion for admission, more than 93% of students identify as Christian, with over 80% of the total being Catholic. Collectively, Catholic Mass is celebrated over 100 times per week on campus, and a large campus ministry program provides for the faith needs of the community. There are multitudes of religious statues and artwork around campus, most prominent of which are the statue of Mary on the Main Building, the Notre Dame Grotto, and the Word of Life mural on Hesburgh Library depicting Christ as a teacher. Additionally, every classroom displays a crucifix. There are many religious clubs (catholic and non-Catholic) at the school, including Council #1477 of the Knights of Columbus (KOC), Baptist Collegiate Ministry (BCM), Jewish Club, Muslim Student Association, Orthodox Christian Fellowship, The Mormon Club, and many more. The Notre Dame KofC are known for being the first collegiate council of KofC, operating a charitable concession stand during every home football game and owning their own building on campus which can be used as a cigar lounge. Fifty-seven chapels are located throughout the campus.",What is Congregation of Holy Cross in Latin?,73,Congregatio a Sancta Cruce,"The Congregation of Holy Cross or Congregatio a Sancta Cruce (C.S.C.) is a Catholic congregation of priests and brothers founded in 1837 by Blessed Basil Moreau, in Le Mans, France.
Father Moreau also founded the Marianites of Holy Cross, now divided into three independent congregations of sisters. The Congregations of women who trace their origins to Father Moreau are the Marianites of Holy Cross (Le Mans, France), the Sisters of the Holy Cross (Notre Dame, Indiana), and the Sisters of Holy Cross (Montreal, Quebec, Canada).",Congregation Holy Cross Latin 
"The university is affiliated with the Congregation of Holy Cross (Latin: Congregatio a Sancta Cruce, abbreviated postnominals: ""CSC""). While religious affiliation is not a criterion for admission, more than 93% of students identify as Christian, with over 80% of the total being Catholic. Collectively, Catholic Mass is celebrated over 100 times per week on campus, and a large campus ministry program provides for the faith needs of the community. There are multitudes of religious statues and artwork around campus, most prominent of which are the statue of Mary on the Main Building, the Notre Dame Grotto, and the Word of Life mural on Hesburgh Library depicting Christ as a teacher. Additionally, every classroom displays a crucifix. There are many religious clubs (catholic and non-Catholic) at the school, including Council #1477 of the Knights of Columbus (KOC), Baptist Collegiate Ministry (BCM), Jewish Club, Muslim Student Association, Orthodox Christian Fellowship, The Mormon Club, and many more. The Notre Dame KofC are known for being the first collegiate council of KofC, operating a charitable concession stand during every home football game and owning their own building on campus which can be used as a cigar lounge. Fifty-seven chapels are located throughout the campus.",What percentage of Notre Dame students feel they are Christian?,197,more than 93%,"The Michigan–Notre Dame football rivalry is an American college football rivalry between the Michigan Wolverines and Notre Dame Fighting Irish.
Michigan football and Notre Dame football are considered to be among the most elite college programs. Michigan ranks #1 in all-time win percentage and all-time wins, while Notre Dame ranks #4 in all-time win percentage and #6 in all-time wins after receiving NCAA sanctions for a cheating scandal. The rivalry is heightened by the two schools' competition for all-time win percentage, which each has held during their history, as well as national championships, with each school claiming 11 titles while the NCAA recognizes 13 Notre Dame titles and 9 Michigan titles. Moreover, both schools are renowned for their Heisman Trophy winners (7 for Notre Dame and 3 for Michigan), consensus All-Americans (101 for Notre Dame and 82 for Michigan), College Football Hall of Fame members (52 for Notre Dame and 36 for Michigan), and NFL draft picks (495 for Notre Dame and 362 for Michigan).Michigan is a member of the Big Ten Conference while Notre Dame football is independent. In 2013, Notre Dame joined the Atlantic Coast Conference in all sports except football and hockey, though the football team has played five ACC opponents each season since 2014. Notre Dame and Michigan reached a mutual agreement to suspend the series for the 2018 and 2019 football season. Notre Dame then decided to cancel the 2015 through 2017 games, citing the need to play ACC games. It was announced that after a three-year hiatus, the series will resume in 2018 and 2019.",percentage Notre Dame students 
"The university is affiliated with the Congregation of Holy Cross (Latin: Congregatio a Sancta Cruce, abbreviated postnominals: ""CSC""). While religious affiliation is not a criterion for admission, more than 93% of students identify as Christian, with over 80% of the total being Catholic. Collectively, Catholic Mass is celebrated over 100 times per week on campus, and a large campus ministry program provides for the faith needs of the community. There are multitudes of religious statues and artwork around campus, most prominent of which are the statue of Mary on the Main Building, the Notre Dame Grotto, and the Word of Life mural on Hesburgh Library depicting Christ as a teacher. Additionally, every classroom displays a crucifix. There are many religious clubs (catholic and non-Catholic) at the school, including Council #1477 of the Knights of Columbus (KOC), Baptist Collegiate Ministry (BCM), Jewish Club, Muslim Student Association, Orthodox Christian Fellowship, The Mormon Club, and many more. The Notre Dame KofC are known for being the first collegiate council of KofC, operating a charitable concession stand during every home football game and owning their own building on campus which can be used as a cigar lounge. Fifty-seven chapels are located throughout the campus.",How often is Catholic mass held at Notre Dame in a week?,331,over 100 times,"The Notre Dame Fighting Irish football team is the intercollegiate football team representing the University of Notre Dame in Notre Dame, Indiana. The team is currently coached by Brian Kelly and plays its home games at the campus's Notre Dame Stadium, which has a capacity of 77,622. Notre Dame is one of six schools that competes as an Independent at the National Collegiate Athletic Association (NCAA) Football Bowl Subdivision level; however, they play five games a year against opponents from the Atlantic Coast Conference (ACC), which Notre Dame is a member of in all other sports except ice hockey.Notre Dame is one of the most iconic and successful programs in college football. The school claims 11 national championships, but the NCAA recognizes the school with 13.
Moreover, Notre Dame has 21 national championships recognized by all major selectors; this is tied with Alabama for the most in the FBS. Notre Dame and Ohio State share the record of seven Heisman Trophy winners, but Notre Dame leads Ohio State by the number of individual winners. Notre Dame has produced 101 consensus All-Americans, 34 unanimous All-Americans, 52 members of the College Football Hall of Fame, and 13 members of the NFL Hall of Fame, all NCAA records. Notre Dame has had 495 players selected in the NFL Draft, second only to USC.All Notre Dame home games have been televised by NBC since 1991, and Notre Dame is the only school to have such a contract. It was the only independent program to be part of the Bowl Championship Series coalition and its guaranteed payout, and it has one of the largest, most widespread fan bases in college football. These factors help make Notre Dame one of the most financially valuable football programs in the country, which allows the school to remain an independent.",mass Notre Dame week 
"The university is affiliated with the Congregation of Holy Cross (Latin: Congregatio a Sancta Cruce, abbreviated postnominals: ""CSC""). While religious affiliation is not a criterion for admission, more than 93% of students identify as Christian, with over 80% of the total being Catholic. Collectively, Catholic Mass is celebrated over 100 times per week on campus, and a large campus ministry program provides for the faith needs of the community. There are multitudes of religious statues and artwork around campus, most prominent of which are the statue of Mary on the Main Building, the Notre Dame Grotto, and the Word of Life mural on Hesburgh Library depicting Christ as a teacher. Additionally, every classroom displays a crucifix. There are many religious clubs (catholic and non-Catholic) at the school, including Council #1477 of the Knights of Columbus (KOC), Baptist Collegiate Ministry (BCM), Jewish Club, Muslim Student Association, Orthodox Christian Fellowship, The Mormon Club, and many more. The Notre Dame KofC are known for being the first collegiate council of KofC, operating a charitable concession stand during every home football game and owning their own building on campus which can be used as a cigar lounge. Fifty-seven chapels are located throughout the campus.",How many chapels are on the Notre Dame campus?,1237,Fifty-seven,"Notre Dame Stadium is an outdoor football stadium in Notre Dame, Indiana, the home field of the University of Notre Dame Fighting Irish. It is located on the university's campus and also hosts commencement.
Opened 88 years ago on October 4, 1930, the stadium seating capacity was nearly 60,000 for decades. More than 21,000 seats were added for the 1997 season, which increased the capacity to over 80,000. After the Campus Crossroads renovation, the seat number decreased to 77,622. The playing surface was changed to FieldTurf in 2014, after 84 seasons on natural grass.",chapels Notre Dame campus 
"The university is affiliated with the Congregation of Holy Cross (Latin: Congregatio a Sancta Cruce, abbreviated postnominals: ""CSC""). While religious affiliation is not a criterion for admission, more than 93% of students identify as Christian, with over 80% of the total being Catholic. Collectively, Catholic Mass is celebrated over 100 times per week on campus, and a large campus ministry program provides for the faith needs of the community. There are multitudes of religious statues and artwork around campus, most prominent of which are the statue of Mary on the Main Building, the Notre Dame Grotto, and the Word of Life mural on Hesburgh Library depicting Christ as a teacher. Additionally, every classroom displays a crucifix. There are many religious clubs (catholic and non-Catholic) at the school, including Council #1477 of the Knights of Columbus (KOC), Baptist Collegiate Ministry (BCM), Jewish Club, Muslim Student Association, Orthodox Christian Fellowship, The Mormon Club, and many more. The Notre Dame KofC are known for being the first collegiate council of KofC, operating a charitable concession stand during every home football game and owning their own building on campus which can be used as a cigar lounge. Fifty-seven chapels are located throughout the campus.",What amount of the student body of Notre Dame identifies as Catholic?,251,over 80%,"Notre Dame Catholic Secondary School is a high school located in Ajax, Ontario, Canada. It was opened in 2002 along with its twin school J. Clarke Richardson Collegiate. Notre Dame and Richardson share the same building, with Notre Dame occupying the north wing and Richardson the south. The cafeteria is the physical divider between the two high schools and is shared by both, along with the theatre and the football field. The layouts of Notre Dame and Richardson are essentially identical except for a few minor differences in the shop classrooms and the gymnasiums.

",amount student body Notre Dame Catholic 
